PAGOS;MONTO;COMUNA;REGION;URBANIDAD;FPAGO;TIPOBENEFICIO;COBROMARZO;FEC_NAC;FEC_DEF;FALLECIDO;SEXO;ECIVIL;NACIONALIDAD;ESTADO;NOCOBRO
1;301410;CASABLANCA;VALPARAISO;SEMIURBANO;SUCURSAL BECH;PREVISIONAL;NO;1/09/1939;;NO;F;CASADO;C;PAGADO;0
1;7645;CHILLAN;ÑUBLE;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;20/08/1945;;NO;F;;C;PAGADO;0
1;198298;LONCOCHE;LA ARAUCANIA;SEMIURBANO;PLAZA DE PAGO;PREVISIONAL;NO;2/07/1945;;NO;F;CASADO;C;CADUCADO;1
1;200674;SANTA CRUZ;OHIGGINS;SEMIURBANO;PLAZA DE PAGO;PREVISIONAL;NO;2/09/1940;;NO;M;CASADO;C;PAGADO;0
1;176096;SAN MIGUEL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;1/09/1936;;NO;F;;C;CADUCADO;1
1;14881;VALPARAISO;VALPARAISO;URBANO;PLAZA DE PAGO;BONO POR HIJO;SI;24/07/1945;;NO;F;CASADO;C;PAGADO;0
1;1679923;OSORNO;LOS LAGOS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;31/12/1948;;NO;F;CASADO;C;CADUCADO;1
1;288727;COPIAPO;ATACAMA;URBANO;PLAZA DE PAGO;ACCIDENTE DEL TRABAJO;NO;12/06/1939;;NO;F;CASADO;C;PAGADO;0
1;287069;QUILPUE;VALPARAISO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;12/06/1941;;NO;F;CASADO;C;CADUCADO;1
1;188363;ANTOFAGASTA;ANTOFAGASTA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;SI;23/11/1944;;NO;F;CASADO;C;PAGADO;0
1;176998;CERRILLOS;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO BODAS DE ORO;NO;14/09/1947;;NO;F;CASADO;C;PAGADO;0
1;170276;PICHILEMU;OHIGGINS;SEMIURBANO;SUCURSAL BECH;PREVISIONAL;NO;29/06/1943;;NO;F;CASADO;C;CADUCADO;1
1;14302;VILLARRICA;LA ARAUCANIA;URBANO;CORREO;SAFEM;SI;16/09/1945;;NO;F;CASADO;C;CADUCADO;1
1;336608;ARAUCO;BIO-BIO;SEMIURBANO;PLAZA DE PAGO;PREVISIONAL;NO;22/06/1934;;NO;F;CASADO;C;PAGADO;0
1;298406;OSORNO;LOS LAGOS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;17/05/1941;;NO;F;CASADO;C;PAGADO;0
1;313760;PUENTE ALTO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;26/06/1943;;NO;F;CASADO;C;PAGADO;0
1;170276;MELIPILLA;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;12/06/1943;;NO;F;CASADO;C;PAGADO;0
1;294886;VILLARRICA;LA ARAUCANIA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;1/07/1938;;NO;F;CASADO;C;PAGADO;0
1;217646;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;22/07/1952;;NO;F;SOLTERO;C;PAGADO;0
1;298407;CHILLAN;ÑUBLE;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;30/08/1943;11/05/2022;SI;F;CASADO;C;PAGADO;0
1;7695;TEMUCO;LA ARAUCANIA;URBANO;PLAZA DE PAGO;BONO POR HIJO;SI;4/03/1947;;NO;F;;C;PAGADO;0
1;178433;VALPARAISO;VALPARAISO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;SI;31/01/1945;;NO;F;CASADO;C;PAGADO;0
1;174335;DIEGO DE ALMAGRO;ATACAMA;SEMIURBANO;SUCURSAL BECH;PENSION BASICA SOLIDARIA;NO;12/10/1934;;NO;F;SOLTERO;C;CADUCADO;1
1;156017;TALAGANTE;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;18/02/1945;;NO;F;SOLTERO;C;PAGADO;0
1;285189;PUNTA ARENAS;MAGALLANES;URBANO;PLAZA DE PAGO;ACCIDENTE DEL TRABAJO;SI;25/12/1944;;NO;F;CASADO;C;PAGADO;0
1;183293;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;6/08/1944;18/01/2022;SI;F;SOLTERO;C;CADUCADO;1
1;9043;CONCEPCION;BIO-BIO;URBANO;CORREO;SAFEM;NO;26/11/1948;;NO;F;CASADO;C;CADUCADO;1
1;174335;FLORIDA;BIO-BIO;RURAL;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;22/09/1939;;NO;F;CASADO;C;CADUCADO;1
1;298403;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;2/03/1925;;NO;F;CASADO;C;PAGADO;0
1;297021;ÑUÑOA;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;29/08/1943;;NO;F;CASADO;C;PAGADO;0
1;14302;SAN VICENTE DE TAGUA TAGUA;OHIGGINS;SEMIURBANO;CORREO;SAFEM;SI;13/03/1943;;NO;F;CASADO;C;CADUCADO;1
1;176096;CERRO NAVIA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;3/12/1945;;NO;M;SOLTERO;C;PAGADO;0
1;176096;CORONEL;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;31/10/1947;;NO;M;CASADO;C;PAGADO;0
1;236625;SANTIAGO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;12/12/1945;;NO;M;CASADO;C;CADUCADO;1
1;10037;LA GRANJA;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;9/10/1946;;NO;F;CASADO;C;CADUCADO;1
1;176096;MAULLIN;LOS LAGOS;RURAL;RURAL;PENSION BASICA SOLIDARIA;NO;6/12/1941;;NO;F;SOLTERO;C;PAGADO;0
1;542031;RANCAGUA;OHIGGINS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;24/06/1943;;NO;M;CASADO;C;PAGADO;0
1;301412;PROVIDENCIA;METROPOLITANA;URBANO;CORREO;PREVISIONAL;NO;2/08/1946;;NO;F;SOLTERO;C;PAGADO;0
1;183092;PUNTA ARENAS;MAGALLANES;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;7/10/1943;;NO;F;CASADO;C;CADUCADO;1
1;1880;LAS CONDES;METROPOLITANA;URBANO;CORREO;SAFEM;NO;15/11/1948;;NO;F;CASADO;C;CADUCADO;1
1;9900;ARICA;ARICA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;16/06/1945;;NO;F;;C;PAGADO;0
1;176096;CERRO NAVIA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;15/05/1942;;NO;F;SOLTERO;C;CADUCADO;1
1;185766;VIÑA DEL MAR;VALPARAISO;URBANO;CORREO;PREVISIONAL;NO;28/06/1945;;NO;M;CASADO;C;PAGADO;0
1;301414;CHILLAN;ÑUBLE;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;1/09/1931;;NO;F;SOLTERO;C;PAGADO;0
1;176096;CHILLAN;ÑUBLE;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;5/04/1943;;NO;F;CASADO;C;PAGADO;0
1;17572;LOS ANGELES;BIO-BIO;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;14/01/1945;;NO;F;CASADO;C;PAGADO;0
1;176096;ARICA;ARICA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;16/08/1949;;NO;M;CASADO;C;CADUCADO;1
1;7118;ALTO HOSPICIO;TARAPACA;URBANO;PLAZA DE PAGO;BONO POR HIJO;SI;30/09/1944;;NO;F;;C;PAGADO;0
1;277555;LAS CONDES;METROPOLITANA;URBANO;CORREO;PREVISIONAL;NO;26/04/1945;;NO;F;CASADO;C;PAGADO;0
1;299421;SANTIAGO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;26/12/1945;;NO;F;;C;PAGADO;0
1;185965;HUECHURABA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;17/08/1944;;NO;F;CASADO;C;PAGADO;0
1;176096;ESTACION CENTRAL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;30/09/1946;;NO;M;SOLTERO;C;PAGADO;0
1;183092;SAN ANTONIO;VALPARAISO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;28/07/1945;;NO;M;SOLTERO;C;PAGADO;0
1;303542;SANTIAGO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;24/06/1949;;NO;M;CASADO;C;CADUCADO;1
1;7341;SAN BERNARDO;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;27/11/1944;;NO;F;SOLTERO;C;CADUCADO;1
1;157878;PUENTE ALTO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;25/05/1948;;NO;F;SOLTERO;C;PAGADO;0
1;183092;LA CISTERNA;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;SI;4/08/1945;;NO;F;CASADO;C;PAGADO;0
1;174335;QUINTA NORMAL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;19/10/1934;;NO;F;CASADO;C;PAGADO;0
1;183092;SANTIAGO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;3/10/1945;;NO;F;SOLTERO;C;PAGADO;0
1;300615;BULNES;ÑUBLE;SEMIURBANO;PLAZA DE PAGO;PREVISIONAL;NO;25/11/1946;;NO;F;CASADO;C;PAGADO;0
1;183886;ESTACION CENTRAL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;4/04/1940;;NO;F;CASADO;C;PAGADO;0
1;223729;VALPARAISO;VALPARAISO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;24/01/1945;;NO;M;CASADO;C;CADUCADO;1
1;11887;LA CISTERNA;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;10/04/1951;;NO;F;SOLTERO;C;PAGADO;0
2;162723;TALAGANTE;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;SI;12/08/1944;;NO;F;;C;PAGADO;0
1;225260;SANTIAGO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;7/10/1948;;NO;F;SOLTERO;C;PAGADO;0
1;176096;LO ESPEJO;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;SI;16/10/1943;;NO;F;CASADO;C;PAGADO;0
1;1880;LO BARNECHEA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;21/08/1943;;NO;F;CASADO;C;CADUCADO;1
1;185985;INDEPENDENCIA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;21/01/1949;;NO;F;SOLTERO;C;PAGADO;0
1;191730;SAN MIGUEL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;22/06/1947;;NO;F;CASADO;C;PAGADO;0
1;298407;RAUCO;MAULE;RURAL;RURAL;PREVISIONAL;NO;10/10/1946;;NO;F;SOLTERO;C;PAGADO;0
1;183740;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;25/09/1944;;NO;F;DIVORCIADO;C;PAGADO;0
1;1019259;PUERTO MONTT;LOS LAGOS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;10/11/1942;;NO;F;CASADO;C;PAGADO;0
1;1054398;ARICA;ARICA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;26/11/1949;;NO;M;CASADO;C;PAGADO;0
1;28604;RIO BUENO;LOS RIOS;SEMIURBANO;CORREO;SAFEM;NO;25/06/1946;;NO;F;CASADO;C;CADUCADO;1
1;1880;CONCEPCION;BIO-BIO;URBANO;CORREO;SAFEM;NO;25/12/1945;;NO;M;CASADO;C;CADUCADO;1
1;319348;OVALLE;COQUIMBO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;16/10/1942;;NO;F;;C;PAGADO;0
1;197488;VALPARAISO;VALPARAISO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;10/01/1947;;NO;F;CASADO;C;PAGADO;0
1;2822;ANTOFAGASTA;ANTOFAGASTA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;16/09/1949;;NO;F;;C;CADUCADO;1
1;5444;HUECHURABA;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;13/07/1950;;NO;F;;C;CADUCADO;1
1;176096;OSORNO;LOS LAGOS;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;29/07/1940;;NO;F;;C;PAGADO;0
1;7711;YUMBEL;BIO-BIO;SEMIURBANO;PLAZA DE PAGO;BONO POR HIJO;NO;9/04/1945;;NO;F;CASADO;C;CADUCADO;1
1;298403;PUERTO MONTT;LOS LAGOS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;25/08/1929;;NO;F;CASADO;C;PAGADO;0
1;307069;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;12/08/1944;;NO;F;;C;PAGADO;0
1;228339;RANCAGUA;OHIGGINS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;29/06/1951;;NO;M;CASADO;C;CADUCADO;1
1;301199;PUENTE ALTO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;15/12/1942;;NO;F;SOLTERO;C;PAGADO;0
1;14302;CHILLAN;ÑUBLE;URBANO;CORREO;SAFEM;NO;20/08/1947;;NO;F;CASADO;C;PAGADO;0
1;185846;SAN ANTONIO;VALPARAISO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;19/05/1947;;NO;F;CASADO;C;PAGADO;0
1;10205;LA PINTANA;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;9/04/1949;;NO;F;CASADO;C;PAGADO;0
1;176096;MULCHEN;BIO-BIO;SEMIURBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;17/11/1946;;NO;M;CASADO;C;CADUCADO;1
1;174335;VALPARAISO;VALPARAISO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;5/09/1946;;NO;M;CASADO;C;PAGADO;0
1;155377;PUENTE ALTO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;1/05/1950;;NO;F;;C;PAGADO;0
1;298408;RANCAGUA;OHIGGINS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;8/08/1944;;NO;F;SOLTERO;C;CADUCADO;1
2;359241;PUENTE ALTO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;10/10/1950;;NO;F;SOLTERO;C;PAGADO;0
1;182072;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;25/05/1945;;NO;F;CASADO;C;PAGADO;0
1;1252;COMBARBALA;COQUIMBO;RURAL;CORREO;SAFEM;NO;8/11/1949;;NO;M;CASADO;C;CADUCADO;1
1;298404;MELIPILLA;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;10/02/1945;;NO;F;CASADO;C;PAGADO;0
1;28134;REQUINOA;OHIGGINS;SEMIURBANO;CORREO;SAFEM;SI;20/05/1946;;NO;M;CASADO;C;CADUCADO;1
1;209385;TALCAHUANO;BIO-BIO;URBANO;CORREO;PREVISIONAL;NO;20/10/1949;;NO;F;CASADO;C;PAGADO;0
1;184126;TALCA;MAULE;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;21/07/1948;;NO;F;CASADO;C;CADUCADO;1
1;1460;LINARES;MAULE;URBANO;CORREO;SAFEM;SI;20/02/1944;;NO;F;SOLTERO;C;PAGADO;0
1;184585;ESTACION CENTRAL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;SI;7/07/1948;;NO;F;DIVORCIADO;C;PAGADO;0
1;179496;PUDAHUEL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;5/05/1945;;NO;F;CASADO;C;CADUCADO;1
1;171600;QUINTERO;VALPARAISO;SEMIURBANO;PLAZA DE PAGO;PREVISIONAL;NO;5/01/1947;;NO;M;;C;PAGADO;0
1;182270;SAN MIGUEL;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;23/11/1948;;NO;F;CASADO;C;CADUCADO;1
1;1307542;LA FLORIDA;METROPOLITANA;URBANO;CORREO;PREVISIONAL;NO;25/04/1948;;NO;M;CASADO;C;PAGADO;0
1;176096;FREIRE;LA ARAUCANIA;SEMIURBANO;RURAL;PENSION BASICA SOLIDARIA;NO;15/08/1938;;NO;F;CASADO;C;PAGADO;0
1;2599;LO ESPEJO;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;13/05/1950;;NO;F;CASADO;C;CADUCADO;1
1;348730;MAIPU;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;14/08/1955;;NO;M;SOLTERO;C;PAGADO;0
1;176096;VIÑA DEL MAR;VALPARAISO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;30/03/1943;;NO;F;CASADO;C;PAGADO;0
1;192419;PUDAHUEL;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;11/11/1945;;NO;F;CASADO;C;PAGADO;0
1;10483;CERRO NAVIA;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;SI;14/08/1948;;NO;F;CASADO;C;CADUCADO;1
1;176998;LA PINTANA;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO BODAS DE ORO;SI;2/01/1950;;NO;M;CASADO;C;CADUCADO;1
1;2439;VIÑA DEL MAR;VALPARAISO;URBANO;CORREO;SAFEM;NO;29/06/1951;;NO;M;CASADO;C;CADUCADO;1
1;4074;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;1/04/1951;;NO;M;CASADO;C;CADUCADO;1
1;170274;PEÑALOLEN;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;20/09/1942;;NO;F;;C;CADUCADO;1
1;11437;PARRAL;MAULE;SEMIURBANO;CORREO;SAFEM;SI;4/01/1936;;NO;F;CASADO;C;CADUCADO;1
1;176096;LA FLORIDA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;30/06/1936;;NO;F;CASADO;C;CADUCADO;1
1;168454;LA FLORIDA;METROPOLITANA;URBANO;CORREO;PREVISIONAL;NO;30/09/1942;;NO;F;CASADO;C;PAGADO;0
1;76766;SAN JOAQUIN;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;SI;15/01/1948;;NO;M;CASADO;C;PAGADO;0
1;13832;HUALAÑE;MAULE;RURAL;CORREO;SAFEM;SI;9/06/1948;;NO;M;CASADO;E;CADUCADO;1
1;168454;LA FLORIDA;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;23/09/1945;;NO;F;CASADO;C;PAGADO;0
1;183999;MACUL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;25/11/1944;;NO;F;CASADO;C;PAGADO;0
1;301413;ÑUÑOA;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;7/09/1944;;NO;F;SOLTERO;C;PAGADO;0
1;174335;LA FLORIDA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;6/07/1953;;NO;M;SOLTERO;C;PAGADO;0
1;183092;INDEPENDENCIA;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;21/06/1942;;NO;F;SOLTERO;C;PAGADO;0
1;190288;RANCAGUA;OHIGGINS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;8/10/1946;;NO;M;SOLTERO;C;CADUCADO;1
1;9703;LO PRADO;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;2/06/1949;;NO;F;CASADO;C;PAGADO;0
1;174335;LA REINA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;15/01/1945;;NO;F;CASADO;C;PAGADO;0
1;181057;PUENTE ALTO;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;15/08/1941;24/03/2022;SI;F;CASADO;C;PAGADO;0
1;16625;CONSTITUCION;MAULE;URBANO;PLAZA DE PAGO;BONO POR HIJO;SI;9/09/1944;;NO;F;SOLTERO;C;PAGADO;0
1;305405;RANCAGUA;OHIGGINS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;19/09/1944;;NO;F;;C;PAGADO;0
1;176096;TRAIGUEN;LA ARAUCANIA;SEMIURBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;29/11/1940;;NO;F;CASADO;C;PAGADO;0
1;301412;VILLARRICA;LA ARAUCANIA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;22/03/1946;29/03/2022;SI;M;CASADO;C;CADUCADO;1
1;7755;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;BONO POR HIJO;SI;1/02/1941;;NO;F;CASADO;C;PAGADO;0
1;176998;TIERRA AMARILLA;ATACAMA;SEMIURBANO;PLAZA DE PAGO;BONO BODAS DE ORO;NO;28/07/1948;;NO;M;CASADO;C;PAGADO;0
1;7283;VIÑA DEL MAR;VALPARAISO;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;22/12/1946;;NO;F;CASADO;C;PAGADO;0
1;9914;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;SI;23/01/1946;;NO;F;CASADO;C;CADUCADO;1
1;256384;SANTIAGO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;SI;21/12/1946;;NO;F;;C;PAGADO;0
1;293546;PUENTE ALTO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;15/09/1947;;NO;F;CASADO;C;PAGADO;0
1;281122;ANGOL;LA ARAUCANIA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;4/01/1946;;NO;F;CASADO;C;PAGADO;0
1;312239;CHILLAN;ÑUBLE;URBANO;PLAZA DE PAGO;PREVISIONAL;SI;28/07/1945;;NO;M;CASADO;C;PAGADO;0
1;174082;QUILPUE;VALPARAISO;URBANO;CORREO;PREVISIONAL;NO;24/08/1947;;NO;F;CASADO;C;PAGADO;0
1;4570;QUINTERO;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;7/12/1948;;NO;F;CASADO;C;CADUCADO;1
1;290619;SAN BERNARDO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;SI;4/08/1947;;NO;F;CASADO;C;PAGADO;0
1;253669;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;13/03/1948;;NO;F;CASADO;C;PAGADO;0
1;176096;OVALLE;COQUIMBO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;18/05/1944;;NO;F;CASADO;C;PAGADO;0
1;7244;LA LIGUA;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;28/12/1945;;NO;M;CASADO;C;CADUCADO;1
1;176096;PUENTE ALTO;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;19/10/1942;;NO;F;CASADO;C;PAGADO;0
1;24409;ANCUD;LOS LAGOS;SEMIURBANO;CORREO;SAFEM;NO;12/06/1947;;NO;F;CASADO;C;CADUCADO;1
1;290619;PUNTA ARENAS;MAGALLANES;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;23/07/1947;;NO;F;CASADO;C;PAGADO;0
1;12026;ÑUÑOA;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;1/10/1944;;NO;F;CASADO;C;CADUCADO;1
1;239003;VALDIVIA;LOS RIOS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;16/02/1946;;NO;M;CASADO;C;PAGADO;0
1;157880;TEMUCO;LA ARAUCANIA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;25/07/1951;;NO;F;CASADO;C;PAGADO;0
1;168452;OSORNO;LOS LAGOS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;14/10/1944;;NO;F;CASADO;C;CADUCADO;1
2;180756;LA CALERA;VALPARAISO;URBANO;CORREO;ASIGNACIONES FAMILIARES;SI;12/08/1946;;NO;M;CASADO;C;CADUCADO;1
1;6648;SANTA CRUZ;OHIGGINS;SEMIURBANO;CORREO;SAFEM;SI;25/12/1945;;NO;M;CASADO;C;CADUCADO;1
1;12856;TALCAHUANO;BIO-BIO;URBANO;PLAZA DE PAGO;BONO POR HIJO;NO;10/09/1948;;NO;F;CASADO;C;CADUCADO;1
1;187872;CURANILAHUE;BIO-BIO;SEMIURBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;27/02/1944;1/03/2022;SI;F;CASADO;C;PAGADO;0
1;521980;LOTA;BIO-BIO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;12/12/1950;;NO;M;CASADO;C;PAGADO;0
1;5165;MAIPU;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO POR HIJO;SI;21/08/1948;;NO;F;;C;PAGADO;0
1;243631;LOS ANGELES;BIO-BIO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;28/06/1942;;NO;F;SOLTERO;C;PAGADO;0
1;4074;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;12/11/1950;;NO;M;CASADO;C;CADUCADO;1
1;174335;CORRAL;LOS RIOS;RURAL;RURAL;PENSION BASICA SOLIDARIA;SI;8/12/1937;;NO;F;CASADO;C;PAGADO;0
1;17906;TALAGANTE;METROPOLITANA;URBANO;CORREO;SAFEM;NO;8/07/1945;;NO;M;CASADO;C;CADUCADO;1
1;113698;SANTIAGO;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;23/04/1944;;NO;F;CASADO;C;PAGADO;0
1;298404;OSORNO;LOS LAGOS;URBANO;PLAZA DE PAGO;PREVISIONAL;SI;17/03/1943;;NO;F;CASADO;C;PAGADO;0
1;1410;SAN FELIPE;VALPARAISO;URBANO;CORREO;SAFEM;SI;30/06/1947;;NO;M;CASADO;C;CADUCADO;1
1;181265;LAJA;BIO-BIO;SEMIURBANO;PLAZA DE PAGO;PREVISIONAL;NO;22/05/1925;;NO;F;CASADO;C;PAGADO;0
1;176998;NANCAGUA;OHIGGINS;SEMIURBANO;SUCURSAL BECH;BONO BODAS DE ORO;NO;3/12/1945;;NO;M;CASADO;C;CADUCADO;1
1;298407;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;11/11/1938;;NO;F;SOLTERO;C;PAGADO;0
1;4316;VALDIVIA;LOS RIOS;URBANO;CORREO;SAFEM;NO;19/09/1947;;NO;F;CASADO;C;CADUCADO;1
1;176096;HUASCO;ATACAMA;SEMIURBANO;RURAL;PENSION BASICA SOLIDARIA;NO;9/12/1945;;NO;M;CASADO;C;PAGADO;0
1;14328;CHILLAN;ÑUBLE;URBANO;CORREO;SAFEM;SI;17/11/1943;;NO;M;CASADO;C;CADUCADO;1
